$\leq$ 4 TAHUN;1;1;2
5 - 14 TAHUN;0;0;0
15 - 19 TAHUN;0;0;0
20 - 24 TAHUN;1;2;3
25 - 49 TAHUN;7;3;10
$\geq$ 50 TAHUN;0;0;0
Semua umur;9;6;15
