Manggar;4;4;8
Mengkubang;9;6;15
Kelapa Kampit;4;2;6
Gantung;2;2;4
Renggiang;0;8;8
Simpang Pesak;0;1;1
Dendang;2;4;6
Kabupaten;21;27;48
