Manggar;6.34469697;0.378967314;4.358124112;0
Mengkubang;8.300907912;7.522697795;2.594033722;0
Kelapa Kampit;9.591326105;5.170975813;2.752293578;0
Gantung;4.587688734;2.961672474;1.161440186;0.058072009
Renggiang;16.0164271;13.34702259;6.160164271;0
Simpang Pesak;10.57692308;7.884615385;4.807692308;0
Dendang;13.04347826;8.695652174;2.664796634;0
Kabupaten;8.213716108;4.6125216;3.176924099;0.013292569
