Manggar;69.54022989;69.00958466;69.28895613;73.56321839;80.83067093;77.00453858
Mengkubang;89.18918919;83;86.25592417;89.18918919;45.6043956;86.25592417
Kelapa Kampit;78.6163522;78.16901408;78.40531561;87.42138365;53.81355932;88.37209302
Gantung;72.13114754;89.04109589;80.12958963;72.13114754;52.5606469;80.12958963
Renggiang;70.76923077;69.49152542;70.16129032;73.84615385;48.27586207;72.58064516
Simpang Pesak;64.78873239;89.0625;76.2962963;64.78873239;55.33980583;76.2962963
Dendang;90.32258065;119.047619;103.9548023;97.84946237;58.15217391;111.8644068
Kabupaten;74.97708524;81.85524975;78.23359073;78.36846929;53.30043183;82.96332046
