Manggar;79.60893855;82.77945619;82.68156425;82.72859216
Mengkubang;95.83333333;99.23076923;100;99.55752212
Kelapa Kampit;97.76119403;85.79881657;97.76119403;91.08910891
Gantung;100;100;100;100
Renggiang;98.61111111;100;98.61111111;99.24242424
Simpang Pesak;100;100;100;100
Dendang;100;100;100;100
Kabupaten;92.35127479;92.71758437;93.76770538;93.22654462
