Manggar;99.40357853;99.20477137
Mengkubang;100;100
Kelapa Kampit;99.54751131;98.64253394
Gantung;100;97.92147806
Renggiang;100;97.70114943
Simpang Pesak;100;100
Dendang;100;100
Kabupaten;99.75947084;98.91761876
