Manggar;1.990548475;41.98768438;8.706859516;4.63983961;9.508807103;0.300730345;5.255620793;0;72.39009022
Mengkubang;0.889830508;55.29661017;7.457627119;2.754237288;12.33050847;0.211864407;3.262711864;0;82.20338983
Kelapa Kampit;3.425871234;72.88836385;17.24748966;4.636739516;13.93975192;0.561134082;7.058476078;0;119.7578263
Gantung;2.11147042;47.46052882;11.54650942;3.081605478;8.769260034;0.361422865;4.85067529;0;78.18147232
Renggiang;1.1994003;59.52023988;20.91454273;3.073463268;10.71964018;0.074962519;3.298350825;0;98.8005997
Simpang Pesak;0.528750826;41.17647059;16.85393258;2.445472571;12.09517515;0.462656973;3.304692664;0;76.86715135
Dendang;1.589825119;67.56756757;12.61261261;3.762586116;8.638049815;0.052994171;1.64281929;0;95.86645469
Kabupaten;1.941021127;52.3415493;12.09066901;3.772007042;10.46214789;0.321302817;4.678697183;0;85.60739437
