Manggar;4;3;7
Mengkubang;1;0;1
Kelapa Kampit;1;3;4
Gantung;2;5;7
Renggiang;1;0;1
Simpang Pesak;0;1;1
Dendang;0;0;0
Kabupaten;9;12;21
