Manggar;99.513382;100;99.91111111
Mengkubang;100;100;100
Kelapa Kampit;100;100;100
Gantung;100;100;100
Renggiang;100;99.75609756;99.80079681
Simpang Pesak;98.0952381;91.51785714;92.76672694
Dendang;94.55782313;96.25;95.89816124
Kabupaten;99.18699187;99.05437352;99.07940161
