TIDAK MEMILIKI IJAZAH SD;11248
SD/ MI;29905
SMP/ MTs;17122
SMA/ MA/ SMK;30469
D-I & D-II;467
D-III;1890
S1/ D-IV;6396
S2 & S3;208
