0 - 4;5510;5156
5 - 9;5535;5142
10 - 14;6011;5577
15 - 19;5231;5103
20 - 24;5733;5379
25 - 29;5039;4792
30 - 34;4895;4558
35 - 39;5121;4741
40 - 44;6102;5755
45 - 49;5449;4784
50 - 54;4536;3930
55 - 59;3343;3023
60 - 64;2492;2530
65 - 69;1875;2070
70 - 74;1265;1454
75+;1115;1578
