Jasa Boga;53.65853659
Restoran;100
TPP Tertentu;100
Depot Air Minum;79.44444444
Rumah Makan;76.71232877
Kelompok Gerai Pangan Jajanan;55.39568345
Sentra Panganan Jajanan/ Kantin;93.40659341
Seluruh TPP;73.34593573
