Manggar;100;4.654883437
Damar;100;15.13589503
Kelapa Kampit;100;3.594878529
Gantung;100;3.441401742
Simpang Renggiang;100;3.032600455
Simpang Pesak;100;2.994011976
Dendang;100;0
Kabupaten;100;4.703515662
